epoch,accuracy,loss,lr,val_accuracy,val_loss
66,0.9850000143051147,0.05049983412027359,9.512294e-06,0.8355555534362793,0.6486055254936218
67,0.9399999976158142,0.18910673260688782,9.512294e-06,0.8866313695907593,0.3969317376613617
68,0.9700000286102295,0.11584703624248505,9.512294e-06,0.8814814686775208,0.4282728433609009
69,0.925000011920929,0.31138575077056885,9.512294e-06,0.88656085729599,0.3836013376712799
70,0.9649999737739563,0.15078946948051453,9.512294e-06,0.8809171319007874,0.40471458435058594
71,0.949999988079071,0.15719732642173767,9.512294e-06,0.8558729887008667,0.6617323756217957
72,0.949999988079071,0.19883018732070923,9.512294e-06,0.8771781325340271,0.4116959869861603
73,0.9599999785423279,0.1157773956656456,9.512294e-06,0.827372133731842,0.5835396647453308
74,0.9599999785423279,0.14508794248104095,9.512294e-06,0.8685008883476257,0.49227944016456604
75,0.9300000071525574,0.2025422602891922,9.512294e-06,0.8556613922119141,0.4782254099845886
76,0.9549999833106995,0.15372534096240997,9.512294e-06,0.8759083151817322,0.43911096453666687
77,0.9300000071525574,0.20402364432811737,9.512294e-06,0.8720987439155579,0.43628671765327454
78,0.925000011920929,0.19426700472831726,9.512294e-06,0.8792945146560669,0.4374283254146576
79,0.949999988079071,0.21996194124221802,9.512294e-06,0.8874074220657349,0.4213549494743347
80,0.9350000023841858,0.16576629877090454,9.417645e-06,0.8878306746482849,0.3916834890842438
81,0.9549999833106995,0.1411662995815277,9.323938e-06,0.8773897886276245,0.43061625957489014
82,0.949999988079071,0.16514286398887634,9.231163e-06,0.8737918734550476,0.3959926962852478
83,0.9549999833106995,0.1420532912015915,9.139311e-06,0.8460670113563538,0.5134257078170776
84,0.9350000023841858,0.18592548370361328,9.048374e-06,0.8333685994148254,0.6340742111206055
85,0.9200000166893005,0.16330482065677643,8.958341e-06,0.872663140296936,0.4135623276233673
86,0.9449999928474426,0.1805960237979889,8.869204e-06,0.893756628036499,0.36996158957481384
87,0.9549999833106995,0.146022230386734,8.780954e-06,0.8899471163749695,0.3872523903846741
88,0.949999988079071,0.17221654951572418,8.6935825e-06,0.8747090101242065,0.4905889630317688
89,0.949999988079071,0.15990568697452545,8.6070795e-06,0.8851498961448669,0.4050688147544861
90,0.9449999928474426,0.18422910571098328,8.521438e-06,0.8922045826911926,0.4097287058830261
91,0.9449999928474426,0.17625786364078522,8.436648e-06,0.887901246547699,0.415498822927475
92,0.9750000238418579,0.09470923244953156,8.352702e-06,0.8905114531517029,0.40547892451286316
93,0.9300000071525574,0.16625772416591644,8.2695915e-06,0.88656085729599,0.4691660404205322
94,0.9750000238418579,0.08035166561603546,8.187308e-06,0.889241635799408,0.4596494138240814
95,0.9399999976158142,0.2268257588148117,8.187308e-06,0.8790829181671143,0.46950817108154297
96,0.9350000023841858,0.13845598697662354,8.187308e-06,0.8916401863098145,0.3909415900707245
97,0.9549999833106995,0.13583895564079285,8.187308e-06,0.9016578197479248,0.3899783790111542
98,0.9449999928474426,0.16048696637153625,8.187308e-06,0.8938977122306824,0.39306312799453735
99,0.9599999785423279,0.13711853325366974,8.187308e-06,0.8919929265975952,0.3794254660606384
100,0.9399999976158142,0.12776727974414825,8.187308e-06,0.8890299797058105,0.3858105540275574
101,0.9700000286102295,0.08889947831630707,8.187308e-06,0.8702645301818848,0.6679312586784363
102,0.9200000166893005,0.23553365468978882,8.187308e-06,0.8182715773582458,0.6434193849563599
103,0.949999988079071,0.164298877120018,8.187308e-06,0.8878306746482849,0.39771929383277893
104,0.9599999785423279,0.1146002933382988,8.187308e-06,0.8919224143028259,0.385721892118454
105,0.925000011920929,0.1612168252468109,8.187308e-06,0.8877601623535156,0.392795592546463
106,0.949999988079071,0.15795306861400604,8.187308e-06,0.8780952095985413,0.4325949549674988
107,0.949999988079071,0.1663854718208313,8.187308e-06,0.8933333158493042,0.3746005594730377
108,0.9599999785423279,0.1397695690393448,8.187308e-06,0.8967195749282837,0.3811757564544678
109,0.9549999833106995,0.10099218040704727,8.187308e-06,0.8601058125495911,0.5556161999702454
110,0.9700000286102295,0.14661967754364014,8.187308e-06,0.8874074220657349,0.4297119677066803
111,0.925000011920929,0.20903511345386505,8.187308e-06,0.8902997970581055,0.4124329388141632
112,0.949999988079071,0.17425590753555298,8.187308e-06,0.882539689540863,0.44223421812057495
113,0.9599999785423279,0.12257670611143112,8.187308e-06,0.8913580179214478,0.41652607917785645
114,0.9750000238418579,0.07923800498247147,8.187308e-06,0.8867725133895874,0.43392640352249146
115,0.9750000238418579,0.08980375528335571,8.187308e-06,0.8776013851165771,0.6028369665145874
116,0.9449999928474426,0.18362261354923248,8.187308e-06,0.8876190185546875,0.40281397104263306
117,0.9549999833106995,0.16375522315502167,8.187308e-06,0.885643720626831,0.3855712413787842
118,0.9649999737739563,0.08776793628931046,8.187308e-06,0.8974250555038452,0.3564850687980652
119,0.9549999833106995,0.14338204264640808,8.187308e-06,0.8946031928062439,0.37347590923309326
120,0.9700000286102295,0.09999493509531021,8.187308e-06,0.8919929265975952,0.369222491979599
121,0.9599999785423279,0.08895288407802582,8.187308e-06,0.8740741014480591,0.49298572540283203
122,0.949999988079071,0.15516775846481323,8.187308e-06,0.8823280334472656,0.4706833064556122
123,0.9750000238418579,0.07614560425281525,8.187308e-06,0.8826102018356323,0.4452812075614929
124,0.949999988079071,0.19519060850143433,8.187308e-06,0.8881129026412964,0.39198946952819824
125,0.9750000238418579,0.0738009512424469,8.187308e-06,0.8974250555038452,0.37151461839675903
126,0.9700000286102295,0.09954247623682022,8.187308e-06,0.8965784907341003,0.41004839539527893
127,0.9700000286102295,0.11899454146623611,8.187308e-06,0.8930511474609375,0.4187830686569214
128,0.9350000023841858,0.21488302946090698,8.187308e-06,0.8830335140228271,0.4911670386791229
129,0.9700000286102295,0.08710798621177673,8.187308e-06,0.8930511474609375,0.416822224855423
130,0.9300000071525574,0.1778954565525055,8.187308e-06,0.8918518424034119,0.37898123264312744
131,0.9700000286102295,0.11204621195793152,8.187308e-06,0.8901587128639221,0.430853009223938
132,0.9750000238418579,0.11230243742465973,8.187308e-06,0.8802821636199951,0.4357115626335144
133,0.9700000286102295,0.09849002212285995,8.187308e-06,0.885643720626831,0.42908188700675964
134,0.9549999833106995,0.12642404437065125,8.187308e-06,0.8845855593681335,0.4161025881767273
135,0.9549999833106995,0.1426851749420166,8.187308e-06,0.8794355988502502,0.4045256972312927
136,0.9700000286102295,0.12384429574012756,8.187308e-06,0.8948147892951965,0.37509778141975403
137,0.9549999833106995,0.15191617608070374,8.187308e-06,0.8834567666053772,0.40916574001312256
138,0.9599999785423279,0.16547685861587524,8.187308e-06,0.8945326209068298,0.3514385521411896
139,0.949999988079071,0.14470292627811432,8.187308e-06,0.8970017433166504,0.3827040195465088
140,0.9700000286102295,0.07302780449390411,8.187308e-06,0.8919224143028259,0.4432186186313629
141,0.9599999785423279,0.13578052818775177,8.187308e-06,0.9019400477409363,0.3427053987979889
142,0.9700000286102295,0.09883372485637665,8.105842e-06,0.8980599641799927,0.36541879177093506
143,0.9750000238418579,0.07882671058177948,8.025188e-06,0.9023633003234863,0.40726709365844727
144,0.9350000023841858,0.2197580486536026,7.945337e-06,0.8951675295829773,0.3920663595199585
145,0.9599999785423279,0.12896327674388885,7.945337e-06,0.9005290865898132,0.36237218976020813
146,0.9700000286102295,0.09725791215896606,7.866279e-06,0.8926278948783875,0.3986905813217163
147,0.9850000143051147,0.08528279513120651,7.788008e-06,0.8860670328140259,0.43389034271240234
148,0.949999988079071,0.15817230939865112,7.710516e-06,0.8632804155349731,0.44932061433792114
149,0.949999988079071,0.14178727567195892,7.710516e-06,0.9017283916473389,0.36591365933418274
150,0.9649999737739563,0.1379612237215042,7.633796e-06,0.8955202698707581,0.391105055809021
151,0.9549999833106995,0.13546234369277954,7.557838e-06,0.904973566532135,0.362216979265213
152,0.9449999928474426,0.2142326980829239,7.4826366e-06,0.903633177280426,0.3608063757419586
153,0.9700000286102295,0.11095288395881653,7.408183e-06,0.8987654447555542,0.35324034094810486
154,0.9599999785423279,0.16213838756084442,7.3344704e-06,0.8969312310218811,0.3572814464569092
155,0.9649999737739563,0.105070561170578,7.261491e-06,0.8955908417701721,0.3410748839378357
156,0.9800000190734863,0.05938982591032982,7.189238e-06,0.8424691557884216,0.8390560746192932
157,0.9700000286102295,0.07931095361709595,7.117704e-06,0.8948147892951965,0.41027384996414185
158,0.949999988079071,0.15209665894508362,7.046882e-06,0.8907231092453003,0.40795183181762695
159,0.9599999785423279,0.09896563738584518,6.9767643e-06,0.8981305360794067,0.38690274953842163
160,0.9700000286102295,0.10923077911138535,6.9073444e-06,0.8952381014823914,0.4335843324661255
161,0.9599999785423279,0.14512670040130615,6.8386153e-06,0.8895238041877747,0.41296151280403137
162,0.9950000047683716,0.0438455231487751,6.77057e-06,0.8946737051010132,0.4233699440956116
163,0.9549999833106995,0.13442009687423706,6.703202e-06,0.8914991021156311,0.4273616373538971
164,0.9649999737739563,0.09725475311279297,6.636504e-06,0.8845855593681335,0.4396139085292816


