bbox_bounds,winsize
"(250, 3500, 458, 3708)",208
"(250, 3625, 458, 3833)",208
"(250, 3750, 458, 3958)",208
"(250, 3875, 458, 4083)",208
"(250, 4000, 458, 4208)",208
"(250, 4125, 458, 4333)",208
"(250, 4250, 458, 4458)",208
"(250, 4375, 458, 4583)",208
"(250, 4500, 458, 4708)",208
"(250, 4625, 458, 4833)",208
"(250, 4750, 458, 4958)",208
"(250, 4875, 458, 5083)",208
"(250, 5000, 458, 5208)",208
"(250, 5125, 458, 5333)",208
"(250, 5250, 458, 5458)",208
"(250, 5375, 458, 5583)",208
"(375, 0, 583, 208)",208
"(375, 125, 583, 333)",208
"(375, 250, 583, 458)",208
"(375, 375, 583, 583)",208
"(375, 500, 583, 708)",208
"(375, 625, 583, 833)",208
"(375, 750, 583, 958)",208
"(375, 875, 583, 1083)",208
"(375, 1000, 583, 1208)",208
"(375, 1125, 583, 1333)",208
"(375, 1250, 583, 1458)",208
"(375, 1375, 583, 1583)",208
"(375, 1500, 583, 1708)",208
"(375, 1625, 583, 1833)",208
"(375, 1750, 583, 1958)",208
"(375, 1875, 583, 2083)",208
"(375, 2000, 583, 2208)",208
"(375, 2125, 583, 2333)",208
"(375, 2250, 583, 2458)",208
"(375, 2375, 583, 2583)",208
"(375, 2500, 583, 2708)",208
"(375, 2625, 583, 2833)",208
"(375, 2750, 583, 2958)",208
"(375, 2875, 583, 3083)",208
"(375, 3000, 583, 3208)",208
"(375, 3125, 583, 3333)",208
"(375, 3250, 583, 3458)",208
"(375, 3375, 583, 3583)",208
"(375, 3500, 583, 3708)",208
"(375, 3625, 583, 3833)",208
"(375, 3750, 583, 3958)",208
"(375, 3875, 583, 4083)",208
"(375, 4000, 583, 4208)",208
"(375, 4125, 583, 4333)",208
"(375, 4250, 583, 4458)",208
"(375, 4375, 583, 4583)",208
"(375, 4500, 583, 4708)",208
"(375, 4625, 583, 4833)",208
"(375, 4750, 583, 4958)",208
"(375, 4875, 583, 5083)",208
"(375, 5000, 583, 5208)",208
"(375, 5125, 583, 5333)",208
"(375, 5250, 583, 5458)",208
"(375, 5375, 583, 5583)",208
"(500, 0, 708, 208)",208
"(500, 125, 708, 333)",208
"(500, 250, 708, 458)",208
"(500, 375, 708, 583)",208
"(500, 500, 708, 708)",208
"(500, 625, 708, 833)",208
"(500, 750, 708, 958)",208
"(500, 875, 708, 1083)",208
"(500, 1000, 708, 1208)",208
"(500, 1125, 708, 1333)",208
"(500, 1250, 708, 1458)",208
"(500, 1375, 708, 1583)",208
"(500, 1500, 708, 1708)",208
"(500, 1625, 708, 1833)",208
"(500, 1750, 708, 1958)",208
"(500, 1875, 708, 2083)",208
"(500, 2000, 708, 2208)",208
"(500, 2125, 708, 2333)",208
"(500, 2250, 708, 2458)",208
"(500, 2375, 708, 2583)",208
"(500, 2500, 708, 2708)",208
"(500, 2625, 708, 2833)",208
"(500, 2750, 708, 2958)",208
"(500, 2875, 708, 3083)",208
"(500, 3000, 708, 3208)",208
"(500, 3125, 708, 3333)",208
"(500, 3250, 708, 3458)",208
"(500, 3375, 708, 3583)",208
"(500, 3500, 708, 3708)",208
"(500, 3625, 708, 3833)",208
"(500, 3750, 708, 3958)",208
"(500, 3875, 708, 4083)",208
"(500, 4000, 708, 4208)",208
"(500, 4125, 708, 4333)",208
"(500, 4250, 708, 4458)",208
"(500, 4375, 708, 4583)",208
"(500, 4500, 708, 4708)",208
"(500, 4625, 708, 4833)",208
"(500, 4750, 708, 4958)",208
"(500, 4875, 708, 5083)",208
"(500, 5000, 708, 5208)",208
"(500, 5125, 708, 5333)",208
"(500, 5250, 708, 5458)",208
"(500, 5375, 708, 5583)",208
"(625, 0, 833, 208)",208
"(625, 125, 833, 333)",208
"(625, 250, 833, 458)",208
"(625, 375, 833, 583)",208
"(625, 500, 833, 708)",208
"(625, 625, 833, 833)",208
"(625, 750, 833, 958)",208
"(625, 875, 833, 1083)",208
"(625, 1000, 833, 1208)",208
"(625, 1125, 833, 1333)",208
"(625, 1250, 833, 1458)",208
"(625, 1375, 833, 1583)",208
"(625, 1500, 833, 1708)",208
"(625, 1625, 833, 1833)",208
"(625, 1750, 833, 1958)",208
"(625, 1875, 833, 2083)",208
"(625, 2000, 833, 2208)",208
"(625, 2125, 833, 2333)",208
"(625, 2250, 833, 2458)",208
"(625, 2375, 833, 2583)",208
"(625, 2500, 833, 2708)",208
"(625, 2625, 833, 2833)",208
"(625, 2750, 833, 2958)",208
"(625, 2875, 833, 3083)",208
"(625, 3000, 833, 3208)",208
"(625, 3125, 833, 3333)",208
"(625, 3250, 833, 3458)",208
"(625, 3375, 833, 3583)",208
"(625, 3500, 833, 3708)",208
"(625, 3625, 833, 3833)",208
"(625, 3750, 833, 3958)",208
"(625, 3875, 833, 4083)",208
"(625, 4000, 833, 4208)",208
"(625, 4125, 833, 4333)",208
"(625, 4250, 833, 4458)",208
"(625, 4375, 833, 4583)",208
"(625, 4500, 833, 4708)",208
"(625, 4625, 833, 4833)",208
"(625, 4750, 833, 4958)",208
"(625, 4875, 833, 5083)",208
"(625, 5000, 833, 5208)",208
"(625, 5125, 833, 5333)",208
"(625, 5250, 833, 5458)",208
"(625, 5375, 833, 5583)",208
"(750, 0, 958, 208)",208
"(750, 125, 958, 333)",208
"(750, 250, 958, 458)",208
"(750, 375, 958, 583)",208
"(750, 500, 958, 708)",208
"(750, 625, 958, 833)",208
"(750, 750, 958, 958)",208
"(750, 875, 958, 1083)",208
"(750, 1000, 958, 1208)",208
"(750, 1125, 958, 1333)",208
"(750, 1250, 958, 1458)",208
"(750, 1375, 958, 1583)",208
"(750, 1500, 958, 1708)",208
"(750, 1625, 958, 1833)",208
"(750, 1750, 958, 1958)",208
"(750, 1875, 958, 2083)",208
"(750, 2000, 958, 2208)",208
"(750, 2125, 958, 2333)",208
"(750, 2250, 958, 2458)",208
"(750, 2375, 958, 2583)",208
"(750, 2500, 958, 2708)",208
"(750, 2625, 958, 2833)",208
"(750, 2750, 958, 2958)",208
"(750, 2875, 958, 3083)",208
"(750, 3000, 958, 3208)",208
"(750, 3125, 958, 3333)",208
"(750, 3250, 958, 3458)",208
"(750, 3375, 958, 3583)",208
"(750, 3500, 958, 3708)",208
"(750, 3625, 958, 3833)",208
"(750, 3750, 958, 3958)",208
"(750, 3875, 958, 4083)",208
"(750, 4000, 958, 4208)",208
"(750, 4125, 958, 4333)",208
"(750, 4250, 958, 4458)",208
"(750, 4375, 958, 4583)",208
"(750, 4500, 958, 4708)",208
"(750, 4625, 958, 4833)",208
"(750, 4750, 958, 4958)",208
"(750, 4875, 958, 5083)",208
"(750, 5000, 958, 5208)",208
"(750, 5125, 958, 5333)",208
"(750, 5250, 958, 5458)",208
"(750, 5375, 958, 5583)",208
"(875, 0, 1083, 208)",208
"(875, 125, 1083, 333)",208
"(875, 250, 1083, 458)",208
"(875, 375, 1083, 583)",208
"(875, 500, 1083, 708)",208
"(875, 625, 1083, 833)",208
"(875, 750, 1083, 958)",208
"(875, 875, 1083, 1083)",208
"(875, 1000, 1083, 1208)",208
"(875, 1125, 1083, 1333)",208
"(875, 1250, 1083, 1458)",208
"(875, 1375, 1083, 1583)",208
"(875, 1500, 1083, 1708)",208
"(875, 1625, 1083, 1833)",208
"(875, 1750, 1083, 1958)",208
"(875, 1875, 1083, 2083)",208
"(875, 2000, 1083, 2208)",208
"(875, 2125, 1083, 2333)",208
"(875, 2250, 1083, 2458)",208
"(875, 2375, 1083, 2583)",208
"(875, 2500, 1083, 2708)",208
"(875, 2625, 1083, 2833)",208
"(875, 2750, 1083, 2958)",208
"(875, 2875, 1083, 3083)",208
"(875, 3000, 1083, 3208)",208
"(875, 3125, 1083, 3333)",208
"(875, 3250, 1083, 3458)",208
"(875, 3375, 1083, 3583)",208
"(875, 3500, 1083, 3708)",208
"(875, 3625, 1083, 3833)",208
"(875, 3750, 1083, 3958)",208
"(875, 3875, 1083, 4083)",208
"(875, 4000, 1083, 4208)",208
"(875, 4125, 1083, 4333)",208
"(875, 4250, 1083, 4458)",208
"(875, 4375, 1083, 4583)",208
"(875, 4500, 1083, 4708)",208
"(875, 4625, 1083, 4833)",208
"(875, 4750, 1083, 4958)",208
"(875, 4875, 1083, 5083)",208
"(875, 5000, 1083, 5208)",208
"(875, 5125, 1083, 5333)",208
"(875, 5250, 1083, 5458)",208
"(875, 5375, 1083, 5583)",208
"(1000, 0, 1208, 208)",208
"(1000, 125, 1208, 333)",208
"(1000, 250, 1208, 458)",208
"(1000, 375, 1208, 583)",208
"(1000, 500, 1208, 708)",208
"(1000, 625, 1208, 833)",208
"(1000, 750, 1208, 958)",208
"(1000, 875, 1208, 1083)",208
"(1000, 1000, 1208, 1208)",208
"(1000, 1125, 1208, 1333)",208
"(1000, 1250, 1208, 1458)",208
"(1000, 1375, 1208, 1583)",208
"(1000, 1500, 1208, 1708)",208
"(1000, 1625, 1208, 1833)",208
"(1000, 1750, 1208, 1958)",208
"(1000, 1875, 1208, 2083)",208
"(1000, 2000, 1208, 2208)",208
"(1000, 2125, 1208, 2333)",208
"(1000, 2250, 1208, 2458)",208
"(1000, 2375, 1208, 2583)",208
"(1000, 2500, 1208, 2708)",208
"(1000, 2625, 1208, 2833)",208
"(1000, 2750, 1208, 2958)",208
"(1000, 2875, 1208, 3083)",208
"(1000, 3000, 1208, 3208)",208
"(1000, 3125, 1208, 3333)",208
"(1000, 3250, 1208, 3458)",208
"(1000, 3375, 1208, 3583)",208
"(1000, 3500, 1208, 3708)",208
"(1000, 3625, 1208, 3833)",208
"(1000, 3750, 1208, 3958)",208
"(1000, 3875, 1208, 4083)",208
"(1000, 4000, 1208, 4208)",208
"(1000, 4125, 1208, 4333)",208
"(1000, 4250, 1208, 4458)",208
"(1000, 4375, 1208, 4583)",208
"(1000, 4500, 1208, 4708)",208
"(1000, 4625, 1208, 4833)",208
"(1000, 4750, 1208, 4958)",208
"(1000, 4875, 1208, 5083)",208
"(1000, 5000, 1208, 5208)",208
"(1000, 5125, 1208, 5333)",208
"(1000, 5250, 1208, 5458)",208
"(1000, 5375, 1208, 5583)",208
"(1125, 0, 1333, 208)",208
"(1125, 125, 1333, 333)",208
"(1125, 250, 1333, 458)",208
"(1125, 375, 1333, 583)",208
"(1125, 500, 1333, 708)",208
"(1125, 625, 1333, 833)",208
"(1125, 750, 1333, 958)",208
"(1125, 875, 1333, 1083)",208
"(1125, 1000, 1333, 1208)",208
"(1125, 1125, 1333, 1333)",208
"(1125, 1250, 1333, 1458)",208
"(1125, 1375, 1333, 1583)",208
"(1125, 1500, 1333, 1708)",208
"(1125, 1625, 1333, 1833)",208
"(1125, 1750, 1333, 1958)",208
"(1125, 1875, 1333, 2083)",208
"(1125, 2000, 1333, 2208)",208
"(1125, 2125, 1333, 2333)",208
"(1125, 2250, 1333, 2458)",208
"(1125, 2375, 1333, 2583)",208
"(1125, 2500, 1333, 2708)",208
"(1125, 2625, 1333, 2833)",208
"(1125, 2750, 1333, 2958)",208
"(1125, 2875, 1333, 3083)",208
"(1125, 3000, 1333, 3208)",208
"(1125, 3125, 1333, 3333)",208
"(1125, 3250, 1333, 3458)",208
"(1125, 3375, 1333, 3583)",208
"(1125, 3500, 1333, 3708)",208
"(1125, 3625, 1333, 3833)",208
"(1125, 3750, 1333, 3958)",208
"(1125, 3875, 1333, 4083)",208
"(1125, 4000, 1333, 4208)",208
"(1125, 4125, 1333, 4333)",208
"(1125, 4250, 1333, 4458)",208
"(1125, 4375, 1333, 4583)",208
"(1125, 4500, 1333, 4708)",208
"(1125, 4625, 1333, 4833)",208
"(1125, 4750, 1333, 4958)",208
"(1125, 4875, 1333, 5083)",208
"(1125, 5000, 1333, 5208)",208
"(1125, 5125, 1333, 5333)",208
"(1125, 5250, 1333, 5458)",208
"(1125, 5375, 1333, 5583)",208
"(1250, 0, 1458, 208)",208
"(1250, 125, 1458, 333)",208
"(1250, 250, 1458, 458)",208
"(1250, 375, 1458, 583)",208
"(1250, 500, 1458, 708)",208
"(1250, 625, 1458, 833)",208
"(1250, 750, 1458, 958)",208
"(1250, 875, 1458, 1083)",208
"(1250, 1000, 1458, 1208)",208
"(1250, 1125, 1458, 1333)",208
"(1250, 1250, 1458, 1458)",208
"(1250, 1375, 1458, 1583)",208
"(1250, 1500, 1458, 1708)",208
"(1250, 1625, 1458, 1833)",208
"(1250, 1750, 1458, 1958)",208
"(1250, 1875, 1458, 2083)",208
"(1250, 2000, 1458, 2208)",208
"(1250, 2125, 1458, 2333)",208
"(1250, 2250, 1458, 2458)",208
"(1250, 2375, 1458, 2583)",208
"(1250, 2500, 1458, 2708)",208
"(1250, 2625, 1458, 2833)",208
"(1250, 2750, 1458, 2958)",208
"(1250, 2875, 1458, 3083)",208
"(1250, 3000, 1458, 3208)",208
"(1250, 3125, 1458, 3333)",208
"(1250, 3250, 1458, 3458)",208
"(1250, 3375, 1458, 3583)",208
"(1250, 3500, 1458, 3708)",208
"(1250, 3625, 1458, 3833)",208
"(1250, 3750, 1458, 3958)",208
"(1250, 3875, 1458, 4083)",208
"(1250, 4000, 1458, 4208)",208
"(1250, 4125, 1458, 4333)",208
"(1250, 4250, 1458, 4458)",208
"(1250, 4375, 1458, 4583)",208
"(1250, 4500, 1458, 4708)",208
"(1250, 4625, 1458, 4833)",208
"(1250, 4750, 1458, 4958)",208
"(1250, 4875, 1458, 5083)",208
"(1250, 5000, 1458, 5208)",208
"(1250, 5125, 1458, 5333)",208
"(1250, 5250, 1458, 5458)",208
"(1250, 5375, 1458, 5583)",208
"(1375, 0, 1583, 208)",208
"(1375, 125, 1583, 333)",208
"(1375, 250, 1583, 458)",208
"(1375, 375, 1583, 583)",208
"(1375, 500, 1583, 708)",208
"(1375, 625, 1583, 833)",208
"(1375, 750, 1583, 958)",208
"(1375, 875, 1583, 1083)",208
"(1375, 1000, 1583, 1208)",208
"(1375, 1125, 1583, 1333)",208
"(1375, 1250, 1583, 1458)",208
"(1375, 1375, 1583, 1583)",208
"(1375, 1500, 1583, 1708)",208
"(1375, 1625, 1583, 1833)",208
"(1375, 1750, 1583, 1958)",208
"(1375, 1875, 1583, 2083)",208
"(1375, 2000, 1583, 2208)",208
"(1375, 2125, 1583, 2333)",208
"(1375, 2250, 1583, 2458)",208
"(1375, 2375, 1583, 2583)",208
"(1375, 2500, 1583, 2708)",208
"(1375, 2625, 1583, 2833)",208
"(1375, 2750, 1583, 2958)",208
"(1375, 2875, 1583, 3083)",208
"(1375, 3000, 1583, 3208)",208
"(1375, 3125, 1583, 3333)",208
"(1375, 3250, 1583, 3458)",208
"(1375, 3375, 1583, 3583)",208
"(1375, 3500, 1583, 3708)",208
"(1375, 3625, 1583, 3833)",208
"(1375, 3750, 1583, 3958)",208
"(1375, 3875, 1583, 4083)",208
"(1375, 4000, 1583, 4208)",208
"(1375, 4125, 1583, 4333)",208
"(1375, 4250, 1583, 4458)",208
"(1375, 4375, 1583, 4583)",208
"(1375, 4500, 1583, 4708)",208
"(1375, 4625, 1583, 4833)",208
"(1375, 4750, 1583, 4958)",208
"(1375, 4875, 1583, 5083)",208
"(1375, 5000, 1583, 5208)",208
"(1375, 5125, 1583, 5333)",208
"(1375, 5250, 1583, 5458)",208
"(1375, 5375, 1583, 5583)",208
"(1500, 0, 1708, 208)",208
"(1500, 125, 1708, 333)",208
"(1500, 250, 1708, 458)",208
"(1500, 375, 1708, 583)",208
"(1500, 500, 1708, 708)",208
"(1500, 625, 1708, 833)",208
"(1500, 750, 1708, 958)",208
"(1500, 875, 1708, 1083)",208
"(1500, 1000, 1708, 1208)",208
"(1500, 1125, 1708, 1333)",208
"(1500, 1250, 1708, 1458)",208
"(1500, 1375, 1708, 1583)",208
"(1500, 1500, 1708, 1708)",208
"(1500, 1625, 1708, 1833)",208
"(1500, 1750, 1708, 1958)",208
"(1500, 1875, 1708, 2083)",208
"(1500, 2000, 1708, 2208)",208
"(1500, 2125, 1708, 2333)",208
"(1500, 2250, 1708, 2458)",208
"(1500, 2375, 1708, 2583)",208
"(1500, 2500, 1708, 2708)",208
"(1500, 2625, 1708, 2833)",208
"(1500, 2750, 1708, 2958)",208
"(1500, 2875, 1708, 3083)",208
"(1500, 3000, 1708, 3208)",208
"(1500, 3125, 1708, 3333)",208
"(1500, 3250, 1708, 3458)",208
"(1500, 3375, 1708, 3583)",208
"(1500, 3500, 1708, 3708)",208
"(1500, 3625, 1708, 3833)",208
"(1500, 3750, 1708, 3958)",208
"(1500, 3875, 1708, 4083)",208
"(1500, 4000, 1708, 4208)",208
"(1500, 4125, 1708, 4333)",208
"(1500, 4250, 1708, 4458)",208
"(1500, 4375, 1708, 4583)",208
"(1500, 4500, 1708, 4708)",208
"(1500, 4625, 1708, 4833)",208
"(1500, 4750, 1708, 4958)",208
"(1500, 4875, 1708, 5083)",208
"(1500, 5000, 1708, 5208)",208
"(1500, 5125, 1708, 5333)",208
"(1500, 5250, 1708, 5458)",208
"(1500, 5375, 1708, 5583)",208
"(1625, 0, 1833, 208)",208
"(1625, 125, 1833, 333)",208
"(1625, 250, 1833, 458)",208
"(1625, 375, 1833, 583)",208
"(1625, 500, 1833, 708)",208
"(1625, 625, 1833, 833)",208
"(1625, 750, 1833, 958)",208
"(1625, 875, 1833, 1083)",208
"(1625, 1000, 1833, 1208)",208
"(1625, 1125, 1833, 1333)",208
"(1625, 1250, 1833, 1458)",208
"(1625, 1375, 1833, 1583)",208
"(1625, 1500, 1833, 1708)",208
"(1625, 1625, 1833, 1833)",208
"(1625, 1750, 1833, 1958)",208
"(1625, 1875, 1833, 2083)",208
"(1625, 2000, 1833, 2208)",208
"(1625, 2125, 1833, 2333)",208
"(1625, 2250, 1833, 2458)",208
"(1625, 2375, 1833, 2583)",208
"(1625, 2500, 1833, 2708)",208
"(1625, 2625, 1833, 2833)",208
"(1625, 2750, 1833, 2958)",208
"(1625, 2875, 1833, 3083)",208
"(1625, 3000, 1833, 3208)",208
"(1625, 3125, 1833, 3333)",208
"(1625, 3250, 1833, 3458)",208
"(1625, 3375, 1833, 3583)",208
"(1625, 3500, 1833, 3708)",208
"(1625, 3625, 1833, 3833)",208
"(1625, 3750, 1833, 3958)",208
"(1625, 3875, 1833, 4083)",208
"(1625, 4000, 1833, 4208)",208
"(1625, 4125, 1833, 4333)",208
"(1625, 4250, 1833, 4458)",208
"(1625, 4375, 1833, 4583)",208
"(1625, 4500, 1833, 4708)",208
"(1625, 4625, 1833, 4833)",208
"(1625, 4750, 1833, 4958)",208
"(1625, 4875, 1833, 5083)",208
"(1625, 5000, 1833, 5208)",208
"(1625, 5125, 1833, 5333)",208
"(1625, 5250, 1833, 5458)",208
"(1625, 5375, 1833, 5583)",208
"(1750, 0, 1958, 208)",208
"(1750, 125, 1958, 333)",208
"(1750, 250, 1958, 458)",208
"(1750, 375, 1958, 583)",208
"(1750, 500, 1958, 708)",208
"(1750, 625, 1958, 833)",208
"(1750, 750, 1958, 958)",208
"(1750, 875, 1958, 1083)",208
"(1750, 1000, 1958, 1208)",208
"(1750, 1125, 1958, 1333)",208
"(1750, 1250, 1958, 1458)",208
"(1750, 1375, 1958, 1583)",208
"(1750, 1500, 1958, 1708)",208
"(1750, 1625, 1958, 1833)",208
"(1750, 1750, 1958, 1958)",208
"(1750, 1875, 1958, 2083)",208
"(1750, 2000, 1958, 2208)",208
"(1750, 2125, 1958, 2333)",208
"(1750, 2250, 1958, 2458)",208
"(1750, 2375, 1958, 2583)",208
"(1750, 2500, 1958, 2708)",208
"(1750, 2625, 1958, 2833)",208
"(1750, 2750, 1958, 2958)",208
"(1750, 2875, 1958, 3083)",208
"(1750, 3000, 1958, 3208)",208
"(1750, 3125, 1958, 3333)",208
"(1750, 3250, 1958, 3458)",208
"(1750, 3375, 1958, 3583)",208
"(1750, 3500, 1958, 3708)",208
"(1750, 3625, 1958, 3833)",208
"(1750, 3750, 1958, 3958)",208
"(1750, 3875, 1958, 4083)",208
"(1750, 4000, 1958, 4208)",208
"(1750, 4125, 1958, 4333)",208
"(1750, 4250, 1958, 4458)",208
"(1750, 4375, 1958, 4583)",208
"(1750, 4500, 1958, 4708)",208
"(1750, 4625, 1958, 4833)",208
"(1750, 4750, 1958, 4958)",208
"(1750, 4875, 1958, 5083)",208
"(1750, 5000, 1958, 5208)",208
"(1750, 5125, 1958, 5333)",208
"(1750, 5250, 1958, 5458)",208
"(1750, 5375, 1958, 5583)",208
"(0, 0, 278, 278)",278
"(0, 166, 278, 444)",278
"(0, 332, 278, 610)",278
"(0, 498, 278, 776)",278
"(0, 664, 278, 942)",278
"(0, 830, 278, 1108)",278
"(0, 996, 278, 1274)",278
"(0, 1162, 278, 1440)",278
"(0, 1328, 278, 1606)",278
"(0, 1494, 278, 1772)",278
"(0, 1660, 278, 1938)",278
"(0, 1826, 278, 2104)",278
"(0, 1992, 278, 2270)",278
"(0, 2158, 278, 2436)",278
"(0, 2324, 278, 2602)",278
"(0, 2490, 278, 2768)",278
"(0, 2656, 278, 2934)",278
"(0, 2822, 278, 3100)",278
"(0, 2988, 278, 3266)",278
"(0, 3154, 278, 3432)",278
"(0, 3320, 278, 3598)",278
"(0, 3486, 278, 3764)",278
"(0, 3652, 278, 3930)",278
"(0, 3818, 278, 4096)",278
"(0, 3984, 278, 4262)",278
"(0, 4150, 278, 4428)",278
"(0, 4316, 278, 4594)",278
"(0, 4482, 278, 4760)",278
"(0, 4648, 278, 4926)",278
"(0, 4814, 278, 5092)",278
"(0, 4980, 278, 5258)",278
"(0, 5146, 278, 5424)",278
"(0, 5312, 278, 5590)",278
"(166, 0, 444, 278)",278
"(166, 166, 444, 444)",278
"(166, 332, 444, 610)",278
"(166, 498, 444, 776)",278
"(166, 664, 444, 942)",278
"(166, 830, 444, 1108)",278
"(166, 996, 444, 1274)",278
"(166, 1162, 444, 1440)",278
"(166, 1328, 444, 1606)",278
"(166, 1494, 444, 1772)",278
"(166, 1660, 444, 1938)",278
"(166, 1826, 444, 2104)",278
"(166, 1992, 444, 2270)",278
"(166, 2158, 444, 2436)",278
"(166, 2324, 444, 2602)",278
"(166, 2490, 444, 2768)",278
"(166, 2656, 444, 2934)",278
"(166, 2822, 444, 3100)",278
"(166, 2988, 444, 3266)",278
"(166, 3154, 444, 3432)",278
"(166, 3320, 444, 3598)",278
"(166, 3486, 444, 3764)",278
"(166, 3652, 444, 3930)",278
"(166, 3818, 444, 4096)",278
"(166, 3984, 444, 4262)",278
"(166, 4150, 444, 4428)",278
"(166, 4316, 444, 4594)",278
"(166, 4482, 444, 4760)",278
"(166, 4648, 444, 4926)",278
"(166, 4814, 444, 5092)",278
"(166, 4980, 444, 5258)",278
"(166, 5146, 444, 5424)",278
"(166, 5312, 444, 5590)",278
"(332, 0, 610, 278)",278
"(332, 166, 610, 444)",278
"(332, 332, 610, 610)",278
"(332, 498, 610, 776)",278
"(332, 664, 610, 942)",278
"(332, 830, 610, 1108)",278
"(332, 996, 610, 1274)",278
"(332, 1162, 610, 1440)",278
"(332, 1328, 610, 1606)",278
"(332, 1494, 610, 1772)",278
"(332, 1660, 610, 1938)",278
"(332, 1826, 610, 2104)",278
"(332, 1992, 610, 2270)",278
"(332, 2158, 610, 2436)",278
"(332, 2324, 610, 2602)",278
"(332, 2490, 610, 2768)",278
"(332, 2656, 610, 2934)",278
"(332, 2822, 610, 3100)",278
"(332, 2988, 610, 3266)",278
"(332, 3154, 610, 3432)",278
"(332, 3320, 610, 3598)",278
"(332, 3486, 610, 3764)",278
"(332, 3652, 610, 3930)",278
"(332, 3818, 610, 4096)",278
"(332, 3984, 610, 4262)",278
"(332, 4150, 610, 4428)",278
"(332, 4316, 610, 4594)",278
"(332, 4482, 610, 4760)",278
